"Airport/Carrier","Max/Min Devs"
"UA-BTV",185
"UA-BTV",-39
"UA-BUF",293
"UA-BUF",-33
"UA-BUR",186
"UA-BUR",-36
"UA-BWI",302
"UA-BWI",-58
"UA-BZN",92
"UA-BZN",-29
"UA-CID",124
"UA-CID",-20
"UA-CLE",222
"UA-CLE",-42
"UA-CLT",281
"UA-CLT",-42
"UA-CMH",305
"UA-CMH",-38
"UA-COS",131
"UA-COS",-30
"UA-CVG",262
"UA-CVG",-36
"UA-DAY",174
"UA-DAY",-36
"UA-DCA",287
"UA-DCA",-43
"UA-DEN",246
"UA-DEN",-62
"UA-DFW",290
"UA-DFW",-43
"UA-DSM",241
"UA-DSM",-30
"UA-DTW",409
"UA-DTW",-39
"UA-EGE",147
"UA-EGE",-29
"UA-EUG",96
"UA-EUG",-21
"UA-EWR",285
"UA-EWR",-66
"UA-FLL",268
"UA-FLL",-51
"UA-FSD",155
"UA-FSD",-25
"UA-GEG",151
"UA-GEG",-42
"UA-GRR",194
"UA-GRR",-30
"UA-GSO",173
"UA-GSO",-39
"UA-GUC",65
"UA-GUC",-20
"UA-HDN",93
"UA-HDN",-27
"UA-HNL",126
"UA-HNL",-60
"UA-HPN",225
"UA-HPN",-36
"UA-IAD",1430
"UA-IAD",-75
"UA-IAH",225
"UA-IAH",-42
"UA-ICT",113
"UA-ICT",-28
"UA-IND",253
"UA-IND",-36
"UA-JAC",167
"UA-JAC",-28
"UA-JAX",114
"UA-JAX",-42
"UA-JFK",356
"UA-JFK",-89
"UA-KOA",91
"UA-KOA",-59
"UA-LAS",212
"UA-LAS",-61
"UA-LAX",292
"UA-LAX",-87
"UA-LGA",351
"UA-LGA",-62
"UA-LIH",106
"UA-LIH",-60
"UA-LNK",122
"UA-LNK",-27
"UA-MBS",95
"UA-MBS",-28
"UA-MCI",320
"UA-MCI",-34
"UA-MCO",184
"UA-MCO",-50
"UA-MDT",182
"UA-MDT",-36
"UA-MDW",141
"UA-MDW",-27
"UA-MEM",65
"UA-MEM",-27
"UA-MFR",125
"UA-MFR",-21
"UA-MHT",232
"UA-MHT",-40
"UA-MIA",234
"UA-MIA",-66
"UA-MKE",113
"UA-MKE",-17
"UA-MRY",55
"UA-MRY",-12
"UA-MSN",71
"UA-MSN",-13
"UA-MSO",81
"UA-MSO",-24
"UA-MSP",303
"UA-MSP",-39
"UA-MSY",165
"UA-MSY",-41
"UA-MTJ",30
"UA-MTJ",-16
"UA-OAK",227
"UA-OAK",-53
"UA-OGG",143
"UA-OGG",-52
"UA-OKC",141
"UA-OKC",-23
"UA-OMA",168
"UA-OMA",-33
"UA-ONT",193
"UA-ONT",-46
"UA-ORD",358
"UA-ORD",-74
"UA-ORF",112
"UA-ORF",-30
"UA-PBI",133
"UA-PBI",-36
"UA-PDX",471
"UA-PDX",-52
"UA-PHL",254
"UA-PHL",-71
"UA-PHX",211
"UA-PHX",-51
"UA-PIT",279
"UA-PIT",-39
"UA-PSP",98
"UA-PSP",-40
"UA-PVD",238
"UA-PVD",-41
"UA-PWM",173
"UA-PWM",-28
"UA-RAP",68
"UA-RAP",-26
"UA-RDU",217
"UA-RDU",-40
"UA-RIC",251
"UA-RIC",-41
"UA-RNO",127
"UA-RNO",-29
"UA-ROC",235
"UA-ROC",-39
"UA-RSW",218
"UA-RSW",-34
"UA-SAN",216
"UA-SAN",-54
"UA-SAT",208
"UA-SAT",-36
"UA-SBA",73
"UA-SBA",-25
"UA-SDF",40
"UA-SDF",-21
"UA-SEA",255
"UA-SEA",-49
"UA-SFO",222
"UA-SFO",-72
"UA-SJC",171
"UA-SJC",-56
"UA-SJU",132
"UA-SJU",-60
"UA-SLC",213
"UA-SLC",-48
"UA-SMF",200
"UA-SMF",-56
"UA-SNA",380
"UA-SNA",-56
"UA-STL",215
"UA-STL",-32
"UA-STT",150
"UA-STT",-23
"UA-SYR",76
"UA-SYR",-29
"UA-TPA",276
"UA-TPA",-42
"UA-TUL",100
"UA-TUL",-25
"UA-TUS",122
"UA-TUS",-47
"UA-TYS",79
"UA-TYS",-19
"US-ABE",190
"US-ABE",-29
"US-ABI",2
"US-ABI",2
"US-ABQ",114
"US-ABQ",-35
"US-AGS",22
"US-AGS",-11
"US-ALB",226
"US-ALB",-37
"US-ANC",56
"US-ANC",-84
"US-ATL",173
"US-ATL",-64
"US-AUS",61
"US-AUS",-29
"US-AVL",88
"US-AVL",-14
"US-AVP",155
"US-AVP",-19
"US-BDL",211
"US-BDL",-59
"US-BGM",101
"US-BGM",-13
"US-BGR",-7
"US-BGR",-7
"US-BHM",111
"US-BHM",-17
"US-BNA",165
"US-BNA",-30
"US-BOI",66
"US-BOI",-28
"US-BOS",283
"US-BOS",-74
"US-BTV",206
"US-BTV",-27
"US-BUF",181
"US-BUF",-35
"US-BUR",84
"US-BUR",-21
"US-BWI",243
"US-BWI",-62
"US-CAE",76
"US-CAE",-16
"US-CAK",105
"US-CAK",-11
"US-CHA",49
"US-CHA",-16
"US-CHS",189
"US-CHS",-31
"US-CLE",134
"US-CLE",-49
"US-CLT",294
"US-CLT",-72
"US-CMH",191
"US-CMH",-44
"US-CRW",67
"US-CRW",-14
"US-CVG",-Inf
"US-CVG",Inf
"US-DAB",34
"US-DAB",-27
"US-DAY",162
"US-DAY",-22
"US-DCA",317
"US-DCA",-62
"US-DEN",162
"US-DEN",-45
"US-DFW",255
"US-DFW",-47
"US-DTW",189
"US-DTW",-52
"US-EGE",103
"US-EGE",-37
"US-ELM",102
"US-ELM",-16
"US-ELP",106
"US-ELP",-30
"US-ERI",68
"US-ERI",-13
"US-EWR",257
"US-EWR",-76
"US-EYW",32
"US-EYW",-18
"US-FAT",41
"US-FAT",-18
"US-FAY",75
"US-FAY",-14
"US-FCA",21
"US-FCA",-22
"US-FLL",239
"US-FLL",-54
"US-GEG",178
"US-GEG",-36
"US-GRR",119
"US-GRR",-13
"US-GSO",196
"US-GSO",-26
"US-GSP",172
"US-GSP",-25
"US-HNL",63
"US-HNL",-62
"US-HPN",198
"US-HPN",-20
"US-HSV",180
"US-HSV",-12
"US-IAD",201
"US-IAD",-57
"US-IAH",181
"US-IAH",-52
"US-ILM",183
"US-ILM",-22
"US-IND",144
"US-IND",-49
"US-ITH",73
"US-ITH",-13
"US-JAX",261
"US-JAX",-36
"US-JFK",238
"US-JFK",-77
"US-KOA",55
"US-KOA",-110
"US-LAS",214
"US-LAS",-85
"US-LAX",177
"US-LAX",-80
"US-LEX",59
"US-LEX",-15
"US-LGA",276
"US-LGA",-65
"US-LGB",115
"US-LGB",-22
"US-LIH",58
"US-LIH",-54
"US-LWB",34
"US-LWB",-11
"US-MCI",182
"US-MCI",-46
"US-MCO",188
"US-MCO",-56
"US-MDT",184
"US-MDT",-26
"US-MDW",176
"US-MDW",-28
"US-MEM",156
"US-MEM",-22
"US-MHT",202
"US-MHT",-35
"US-MIA",206
"US-MIA",-50
"US-MKE",144
"US-MKE",-51
"US-MSP",272
"US-MSP",-54
"US-MSY",173
"US-MSY",-63
"US-MYR",183
"US-MYR",-23
"US-OAK",83
"US-OAK",-24
"US-OGG",50
"US-OGG",-58
"US-OMA",68
"US-OMA",-39
"US-ONT",167
"US-ONT",-23
"US-ORD",307
"US-ORD",-55
"US-ORF",164
"US-ORF",-29
"US-PBI",184
"US-PBI",-42
"US-PDX",113
"US-PDX",-41
"US-PHL",361
"US-PHL",-82
"US-PHX",303
"US-PHX",-91
"US-PIT",279
"US-PIT",-59
"US-PNS",156
"US-PNS",-20
"US-PVD",235
"US-PVD",-37
"US-PWM",194
"US-PWM",-33
"US-RDU",226
"US-RDU",-58
"US-RIC",197
"US-RIC",-28
"US-RNO",91
"US-RNO",-23
"US-ROA",76
"US-ROA",-17
"US-ROC",138
"US-ROC",-41
"US-RSW",218
"US-RSW",-44
"US-SAN",258
"US-SAN",-55
"US-SAT",84
"US-SAT",-31
"US-SAV",149
"US-SAV",-19
"US-SBN",127
"US-SBN",-34
"US-SDF",177
"US-SDF",-24
"US-SEA",154
"US-SEA",-53
"US-SFO",172
"US-SFO",-69
"US-SJC",105
"US-SJC",-27
"US-SJU",160
"US-SJU",-56
"US-SLC",111
"US-SLC",-28
"US-SMF",100
"US-SMF",-32
"US-SNA",145
"US-SNA",-44
"US-SRQ",148
"US-SRQ",-23
"US-STL",213
"US-STL",-75
"US-STT",138
"US-STT",-48
"US-STX",129
"US-STX",-39
"US-SYR",140
"US-SYR",-42
"US-TOL",50
"US-TOL",-18
"US-TPA",156
"US-TPA",-71
"US-TRI",80
"US-TRI",-13
"US-TUS",84
"US-TUS",-33
"US-TYS",65
"US-TYS",-14
"WN-ABQ",175
"WN-ABQ",-55
"WN-ALB",247
"WN-ALB",-68
"WN-AMA",184
"WN-AMA",-30
"WN-AUS",197
"WN-AUS",-128
"WN-BDL",166
"WN-BDL",-65
"WN-BHM",203
"WN-BHM",-58
"WN-BNA",255
"WN-BNA",-62
"WN-BOI",79
"WN-BOI",-30
"WN-BUF",158
"WN-BUF",-65
"WN-BUR",171
"WN-BUR",-32
"WN-BWI",317
"WN-BWI",-79
"WN-CLE",157
"WN-CLE",-56
"WN-CMH",201
"WN-CMH",-58
"WN-CRP",147
"WN-CRP",-17
"WN-DAL",220
"WN-DAL",-37
"WN-DEN",198
"WN-DEN",-55
"WN-DTW",174
"WN-DTW",-58
"WN-ELP",203
"WN-ELP",-32
"WN-FLL",1445
"WN-FLL",-58
"WN-GEG",113
"WN-GEG",-45
"WN-HOU",210
"WN-HOU",-73
"WN-HRL",112
"WN-HRL",-20
"WN-IAD",117
"WN-IAD",-49
"WN-IAH",109
"WN-IAH",-17
"WN-IND",173
"WN-IND",-90
"WN-ISP",241
"WN-ISP",-63
"WN-JAN",302
"WN-JAN",-35
"WN-JAX",168
"WN-JAX",-40
"WN-LAS",172
"WN-LAS",-192
"WN-LAX",179
"WN-LAX",-65
"WN-LBB",158
"WN-LBB",-30
"WN-LIT",107
"WN-LIT",-45
"WN-MAF",139
"WN-MAF",-30
"WN-MCI",211
"WN-MCI",-101
"WN-MCO",187
"WN-MCO",-85
"WN-MDW",252
"WN-MDW",-68
"WN-MHT",185
"WN-MHT",-73
"WN-MSY",145
"WN-MSY",-51
"WN-OAK",200
"WN-OAK",-121
"WN-OKC",134
"WN-OKC",-52
"WN-OMA",110
"WN-OMA",-48
"WN-ONT",185
"WN-ONT",-44
"WN-ORF",160
"WN-ORF",-68
"WN-PBI",123
"WN-PBI",-41
"WN-PDX",201
"WN-PDX",-44
"WN-PHL",289
"WN-PHL",-81
"WN-PHX",232
"WN-PHX",-75
"WN-PIT",180
"WN-PIT",-60
"WN-PVD",208
"WN-PVD",-75
"WN-RDU",160
"WN-RDU",-62
"WN-RNO",191
"WN-RNO",-47
"WN-RSW",112
"WN-RSW",-52
"WN-SAN",167
"WN-SAN",-55
"WN-SAT",126
"WN-SAT",-50
"WN-SDF",174
"WN-SDF",-58
"WN-SEA",133
"WN-SEA",-56
"WN-SFO",174
"WN-SFO",-49
"WN-SJC",147
"WN-SJC",-58
"WN-SLC",218
"WN-SLC",-60
"WN-SMF",184
"WN-SMF",-45
"WN-SNA",141
"WN-SNA",-40
"WN-STL",191
"WN-STL",-67
"WN-TPA",152
"WN-TPA",-67
"WN-TUL",140
"WN-TUL",-45
"WN-TUS",98
"WN-TUS",-43
"XE-ABE",164
"XE-ABE",-21
"XE-ABI",43
"XE-ABI",-19
"XE-ABQ",174
"XE-ABQ",-57
"XE-ACK",204
"XE-ACK",-31
"XE-AEX",210
"XE-AEX",-31
"XE-AGS",242
"XE-AGS",-41
"XE-ALB",275
"XE-ALB",-45
"XE-AMA",317
"XE-AMA",-24
"XE-ATL",236
"XE-ATL",-57
"XE-AUS",127
"XE-AUS",-119
"XE-AVL",424
"XE-AVL",-41
"XE-BDL",249
"XE-BDL",-40
"XE-BFL",327
"XE-BFL",-50
"XE-BGR",290
"XE-BGR",-55
"XE-BHM",296
"XE-BHM",-91
"XE-BIL",25
"XE-BIL",-10
"XE-BNA",283
"XE-BNA",-45
"XE-BOI",90
"XE-BOI",-63
"XE-BOS",137
"XE-BOS",-44
"XE-BPT",143
"XE-BPT",-22
"XE-BRO",288
"XE-BRO",-26
"XE-BTR",302
"XE-BTR",-25
"XE-BTV",279
"XE-BTV",-61
"XE-BUF",236
"XE-BUF",-40
"XE-BWI",153
"XE-BWI",-44
"XE-CAE",180
"XE-CAE",-39
"XE-CHA",242
"XE-CHA",-33
"XE-CHS",225
"XE-CHS",-75
"XE-CLE",294
"XE-CLE",-74
"XE-CLL",300
"XE-CLL",-18
"XE-CLT",383
"XE-CLT",-64
"XE-CMH",231
"XE-CMH",-43
"XE-COS",237
"XE-COS",-31
"XE-CRP",232
"XE-CRP",-26
"XE-CRW",100
"XE-CRW",-44
"XE-CVG",266
"XE-CVG",-48
"XE-DAB",245
"XE-DAB",-36
"XE-DAL",243
"XE-DAL",-19
"XE-DAY",322
"XE-DAY",-42
"XE-DCA",173
"XE-DCA",-48
"XE-DEN",96
"XE-DEN",-37
"XE-DFW",218
"XE-DFW",-38
"XE-DRO",86
"XE-DRO",-26
"XE-DSM",160
"XE-DSM",-35
"XE-DTW",208
"XE-DTW",-53
"XE-EFD",154
"XE-EFD",-18
"XE-ELP",193
"XE-ELP",-28
"XE-ERI",43
"XE-ERI",-10
"XE-EUG",67
"XE-EUG",-31
"XE-EWR",388
"XE-EWR",-74
"XE-FAT",120
"XE-FAT",-153
"XE-FCA",84
"XE-FCA",-12
"XE-FLL",12
"XE-FLL",-12
"XE-GEG",103
"XE-GEG",-53
"XE-GPT",292
"XE-GPT",-21
"XE-GRK",185
"XE-GRK",-33
"XE-GRR",284
"XE-GRR",-46
"XE-GSO",300
"XE-GSO",-44
"XE-GSP",185
"XE-GSP",-47
"XE-GUC",37
"XE-GUC",-18
"XE-HDN",51
"XE-HDN",-28
"XE-HOU",50
"XE-HOU",-34
"XE-HPN",190
"XE-HPN",-32
"XE-HRL",195
"XE-HRL",-24
"XE-HSV",283
"XE-HSV",-28
"XE-IAD",299
"XE-IAD",-63
"XE-IAH",412
"XE-IAH",-60
"XE-ICT",227
"XE-ICT",-33
"XE-IDA",30
"XE-IDA",-22
"XE-ILE",30
"XE-ILE",-22
"XE-IND",300
"XE-IND",-43
"XE-ISP",195
"XE-ISP",-23
"XE-JAN",195
"XE-JAN",-30
"XE-JAX",264
"XE-JAX",-56
"XE-JFK",204
"XE-JFK",-42
"XE-LAS",136
"XE-LAS",-28
"XE-LAX",129
"XE-LAX",-36
"XE-LBB",256
"XE-LBB",-22
"XE-LCH",324
"XE-LCH",-30
"XE-LEX",249
"XE-LEX",-39
"XE-LFT",439
"XE-LFT",-28
"XE-LGA",313
"XE-LGA",-39
"XE-LGB",40
"XE-LGB",-50
"XE-LIT",471
"XE-LIT",-41
"XE-LRD",247
"XE-LRD",-53
"XE-MAF",190
"XE-MAF",-26
"XE-MCI",255
"XE-MCI",-65
"XE-MCO",111
"XE-MCO",-36
"XE-MDT",233
"XE-MDT",-40
"XE-MDW",180
"XE-MDW",-42
"XE-MEM",295
"XE-MEM",-49
"XE-MFE",251
"XE-MFE",-30
"XE-MGM",188
"XE-MGM",-28
"XE-MHT",197
"XE-MHT",-50
"XE-MIA",114
"XE-MIA",-33
"XE-MKE",197
"XE-MKE",-50
"XE-MLU",254
"XE-MLU",-36
"XE-MOB",229
"XE-MOB",-24
"XE-MRY",37
"XE-MRY",-59
"XE-MSN",238
"XE-MSN",-57
"XE-MSP",231
"XE-MSP",-65
"XE-MSY",228
"XE-MSY",-53
"XE-MTJ",86
"XE-MTJ",-30
"XE-MYR",123
"XE-MYR",-31
"XE-OAK",95
"XE-OAK",-24
"XE-OKC",275
"XE-OKC",-96
"XE-OMA",253
"XE-OMA",-63
"XE-ONT",79
"XE-ONT",-46
"XE-ORD",240
"XE-ORD",-59
"XE-ORF",267
"XE-ORF",-77
"XE-PBI",153
"XE-PBI",-47
"XE-PDX",120
"XE-PDX",-32
"XE-PHL",293
"XE-PHL",-35
"XE-PHX",203
"XE-PHX",-32
"XE-PIT",291
"XE-PIT",-50
"XE-PNS",213
"XE-PNS",-28
"XE-PSP",108
"XE-PSP",-63
"XE-PUB",69
"XE-PUB",25
"XE-PVD",156
"XE-PVD",-54
"XE-PWM",313
"XE-PWM",-50
"XE-RAP",40
"XE-RAP",-13
"XE-RDU",305
"XE-RDU",-54
"XE-RIC",223
"XE-RIC",-48
"XE-RNO",97
"XE-RNO",-33
"XE-ROC",286
"XE-ROC",-41
"XE-RSW",165
"XE-RSW",-37
"XE-SAN",76
"XE-SAN",-145
"XE-SAT",100
"XE-SAT",-59
"XE-SAV",367
"XE-SAV",-61
"XE-SBA",28
"XE-SBA",-15
"XE-SBN",53
"XE-SBN",-15
"XE-SDF",247
"XE-SDF",-45
"XE-SEA",92
"XE-SEA",-33
"XE-SFO",116
"XE-SFO",-23
"XE-SHV",259
"XE-SHV",-24
"XE-SJC",118
"XE-SJC",-21
"XE-SJT",55
"XE-SJT",-19
"XE-SLC",155
"XE-SLC",-47
"XE-SMF",128
"XE-SMF",-63
"XE-SRQ",134
"XE-SRQ",-37
"XE-STL",190
"XE-STL",-51
"XE-SYR",277
"XE-SYR",-50
"XE-TLH",220
"XE-TLH",-31
"XE-TPA",73
"XE-TPA",-30
"XE-TUL",354
"XE-TUL",-79
"XE-TUS",202
"XE-TUS",-41
"XE-TWF",-Inf
"XE-TWF",Inf
"XE-TXK",97
"XE-TXK",-18
"XE-TYR",38
"XE-TYR",-19
"XE-TYS",190
"XE-TYS",-41
"XE-VCT",67
"XE-VCT",-15
"XE-VPS",218
"XE-VPS",-49
"XE-XNA",239
"XE-XNA",-45
"YV-ABE",81
"YV-ABE",-80
"YV-ABQ",81
"YV-ABQ",-22
"YV-AGS",27
"YV-AGS",-17
"YV-ALB",79
"YV-ALB",-37
"YV-ASE",111
"YV-ASE",-33
"YV-ATL",201
"YV-ATL",-78
"YV-ATW",234
"YV-ATW",-22
"YV-AUS",83
"YV-AUS",-126
"YV-AVL",17
"YV-AVL",-9
"YV-AVP",134
"YV-AVP",-45
"YV-BDL",274
"YV-BDL",-65
"YV-BFL",111
"YV-BFL",-42
"YV-BHM",185
"YV-BHM",-96
"YV-BIL",15
"YV-BIL",-20
"YV-BMI",202
"YV-BMI",-30
"YV-BNA",147
"YV-BNA",-63
"YV-BOI",30
"YV-BOI",-27
"YV-BOS",127
"YV-BOS",-73
"YV-BTV",34
"YV-BTV",-19
"YV-BUF",119
"YV-BUF",-58
"YV-BUR",148
"YV-BUR",-27
"YV-BWI",121
"YV-BWI",-23
"YV-CAE",184
"YV-CAE",-87
"YV-CAK",138
"YV-CAK",-66
"YV-CHA",15
"YV-CHA",-10
"YV-CHO",28
"YV-CHO",-20
"YV-CHS",135
"YV-CHS",-75
"YV-CID",134
"YV-CID",-26
"YV-CLD",43
"YV-CLD",-35
"YV-CLE",137
"YV-CLE",-48
"YV-CLT",166
"YV-CLT",-70
"YV-CMH",64
"YV-CMH",-32
"YV-COD",174
"YV-COD",-35
"YV-COS",180
"YV-COS",-41
"YV-CPR",180
"YV-CPR",-31
"YV-CRW",17
"YV-CRW",-21
"YV-CVG",18
"YV-CVG",-7
"YV-CWA",122
"YV-CWA",-27
"YV-DAB",60
"YV-DAB",-34
"YV-DAY",25
"YV-DAY",-36
"YV-DCA",38
"YV-DCA",-21
"YV-DEN",149
"YV-DEN",-66
"YV-DFW",113
"YV-DFW",-33
"YV-DRO",97
"YV-DRO",-63
"YV-DSM",138
"YV-DSM",-45
"YV-DTW",147
"YV-DTW",-47
"YV-EGE",176
"YV-EGE",-27
"YV-ELP",131
"YV-ELP",-36
"YV-EUG",60
"YV-EUG",-51
"YV-EWR",167
"YV-EWR",-52
"YV-FAT",123
"YV-FAT",-61
"YV-FAY",55
"YV-FAY",-13
"YV-FCA",18
"YV-FCA",-13
"YV-FLG",180
"YV-FLG",-28
"YV-FSD",161
"YV-FSD",-41
"YV-FWA",176
"YV-FWA",-34
"YV-GCC",105
"YV-GCC",-27
"YV-GEG",35
"YV-GEG",-28
"YV-GJT",130
"YV-GJT",-70
"YV-GNV",42
"YV-GNV",-9
"YV-GRB",137
"YV-GRB",-36
"YV-GRR",152
"YV-GRR",-23
"YV-GSO",143
"YV-GSO",-91
"YV-GSP",189
"YV-GSP",-70
"YV-GUC",79
"YV-GUC",-30
"YV-HDN",82
"YV-HDN",-27
"YV-HNL",62
"YV-HNL",-20
"YV-HSV",120
"YV-HSV",-55
"YV-IAD",201
"YV-IAD",-118
"YV-IAH",168
"YV-IAH",-93
"YV-ICT",90
"YV-ICT",-41
"YV-ILM",142
"YV-ILM",-21
"YV-IND",87
"YV-IND",-28
"YV-ITO",48
"YV-ITO",-24
"YV-JAC",99
"YV-JAC",-31
"YV-JAN",17
"YV-JAN",-13
"YV-JAX",81
"YV-JAX",-72
"YV-JFK",165
"YV-JFK",-63
"YV-KOA",93
"YV-KOA",-23
"YV-LAN",215
"YV-LAN",-33
"YV-LAS",121
"YV-LAS",-132
"YV-LAX",76
"YV-LAX",-34
"YV-LEX",31
"YV-LEX",-15
"YV-LGA",170
"YV-LGA",-59
"YV-LGB",135
"YV-LGB",-28
"YV-LIH",33
"YV-LIH",-24
"YV-LIT",74
"YV-LIT",-25
"YV-LNK",229
"YV-LNK",-66
"YV-MBS",129
"YV-MBS",-42
"YV-MCI",116
"YV-MCI",-39
"YV-MDT",169
"YV-MDT",-77
"YV-MDW",148
"YV-MDW",-72
"YV-MEM",91
"YV-MEM",-50
"YV-MFR",56
"YV-MFR",-32
"YV-MGM",51
"YV-MGM",-16
"YV-MHT",179
"YV-MHT",-78
"YV-MKE",68
"YV-MKE",-30
"YV-MLI",87
"YV-MLI",-39
"YV-MOB",38
"YV-MOB",-20
"YV-MRY",65
"YV-MRY",-59
"YV-MSN",187
"YV-MSN",-35
"YV-MSP",126
"YV-MSP",-45
"YV-MSY",125
"YV-MSY",-23
"YV-MTJ",74
"YV-MTJ",-34
"YV-MYR",119
"YV-MYR",-53
"YV-OAJ",21
"YV-OAJ",-9
"YV-OAK",79
"YV-OAK",-56
"YV-OGG",81
"YV-OGG",-10
"YV-OKC",228
"YV-OKC",-69
"YV-OMA",43
"YV-OMA",-41
"YV-ONT",45
"YV-ONT",-30
"YV-ORD",230
"YV-ORD",-107
"YV-ORF",158
"YV-ORF",-60
"YV-PDX",13
"YV-PDX",-26
"YV-PHF",61
"YV-PHF",-22
"YV-PHL",146
"YV-PHL",-76
"YV-PHX",202
"YV-PHX",-81
"YV-PIT",168
"YV-PIT",-39
"YV-PNS",133
"YV-PNS",-27
"YV-PSP",112
"YV-PSP",-52
"YV-PVD",95
"YV-PVD",-59
"YV-PWM",147
"YV-PWM",-58
"YV-RAP",81
"YV-RAP",-32
"YV-RDU",143
"YV-RDU",-46
"YV-RIC",116
"YV-RIC",-34
"YV-RKS",79
"YV-RKS",-29
"YV-RNO",130
"YV-RNO",-34
"YV-ROA",113
"YV-ROA",-35
"YV-ROC",113
"YV-ROC",-58
"YV-SAN",112
"YV-SAN",-32
"YV-SAT",95
"YV-SAT",-69
"YV-SAV",140
"YV-SAV",-62
"YV-SBA",100
"YV-SBA",-72
"YV-SBN",218
"YV-SBN",-37
"YV-SBP",97
"YV-SBP",-30
"YV-SDF",106
"YV-SDF",-24
"YV-SEA",42
"YV-SEA",-31
"YV-SFO",59
"YV-SFO",-51
"YV-SJC",64
"YV-SJC",-47
"YV-SLC",115
"YV-SLC",-32
"YV-SMF",110
"YV-SMF",-31
"YV-SNA",57
"YV-SNA",-27
"YV-SPI",135
"YV-SPI",-53
"YV-SRQ",66
"YV-SRQ",-22
"YV-STL",126
"YV-STL",-31
"YV-SYR",116
"YV-SYR",-35
"YV-TEX",106
"YV-TEX",-62
"YV-TLH",100
"YV-TLH",-20
"YV-TRI",36
"YV-TRI",-18
"YV-TUS",158
"YV-TUS",-40
"YV-TVC",82
"YV-TVC",-29
"YV-TYS",56
"YV-TYS",-34
"YV-XNA",29
"YV-XNA",-16
"YV-YUM",82
"YV-YUM",-40
